ID,system,site,sample,month,year,specie,biomass,length,width,season,class,order,habitat,guild,P,MO,CE,Ph,DAP,HR,Ca,Mg,NA,K,N,ARA,RESP,RM_0-5,RM_5=10
108,N,triangulo,centro,diciembre,2010,Apo_ros,2345000,,,V,engineer,crassiclitellata,euedaphic,detritivore,"7,82","4,61","0,39","7,1","1,23","0,14","7,5","1,53","0,9","1,6","3,476","0,08","39,942,857",24,0
109,N,triangulo,centro,diciembre,2010,Apo_ros,2345000,,,V,engineer,crassiclitellata,euedaphic,detritivore,"7,82","4,61","0,39","7,1","1,23","0,14","7,5","1,53","0,9","1,6","3,476","0,08","39,942,857",24,0
110,N,triangulo,centro,diciembre,2010,octa_cy,4457000,,,V,engineer,crassiclitellata,euedaphic,detritivore,"7,82","4,61","0,39","7,1","1,23","0,14","7,5","1,53","0,9","1,6","3,476","0,08","39,942,857",24,0
111,N,triangulo,centro,diciembre,2010,octa_cy,4457000,,,V,engineer,crassiclitellata,euedaphic,detritivore,"7,82","4,61","0,39","7,1","1,23","0,14","7,5","1,53","0,9","1,6","3,476","0,08","39,942,857",24,0
112,N,triangulo,centro,diciembre,2010,octa_cy,4457000,,,V,engineer,crassiclitellata,euedaphic,detritivore,"7,82","4,61","0,39","7,1","1,23","0,14","7,5","1,53","0,9","1,6","3,476","0,08","39,942,857",24,0
113,N,triangulo,centro,diciembre,2010,octa_la,5922000,,,V,engineer,crassiclitellata,euedaphic,detritivore,"7,82","4,61","0,39","7,1","1,23","0,14","7,5","1,53","0,9","1,6","3,476","0,08","39,942,857",24,0
114,N,triangulo,centro,diciembre,2010,octa_la,5922000,,,V,engineer,crassiclitellata,euedaphic,detritivore,"7,82","4,61","0,39","7,1","1,23","0,14","7,5","1,53","0,9","1,6","3,476","0,08","39,942,857",24,0
115,N,triangulo,centro,diciembre,2010,octa_la,5922000,,,V,engineer,crassiclitellata,euedaphic,detritivore,"7,82","4,61","0,39","7,1","1,23","0,14","7,5","1,53","0,9","1,6","3,476","0,08","39,942,857",24,0
116,N,triangulo,centro,diciembre,2010,lom_juv,642000,,,V,engineer,crassiclitellata,euedaphic,detritivore,"7,82","4,61","0,39","7,1","1,23","0,14","7,5","1,53","0,9","1,6","3,476","0,08","39,942,857",24,0
117,N,triangulo,centro,diciembre,2010,lom_juv,642000,,,V,engineer,crassiclitellata,euedaphic,detritivore,"7,82","4,61","0,39","7,1","1,23","0,14","7,5","1,53","0,9","1,6","3,476","0,08","39,942,857",24,0
118,N,triangulo,este,agosto,2008,dermanyssoidea,"157,090,208","6,782,775","4,014,261",I,acari,mesostigmata,epiedaphic,predator,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
119,N,triangulo,este,agosto,2008,dermanyssoidea,"1,371,257,578","6,488,302","3,813,231",I,acari,mesostigmata,epiedaphic,predator,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
120,N,triangulo,este,agosto,2008,dermanyssoidea,"4,598,079,753","4,320,078","2,856,652",I,acari,mesostigmata,epiedaphic,predator,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
121,N,triangulo,este,agosto,2008,onychiuridae,"549,170,543","4,745,229","810,695",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
122,N,triangulo,este,agosto,2008,onychiuridae,"211,048,643","3,351,429","565,962",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
123,N,triangulo,este,agosto,2008,onychiuridae,"123,749,688","2,760,102","552,869",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
124,N,triangulo,este,agosto,2008,onychiuridae,"20,621,771","3,323,327","760,345",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
125,N,triangulo,este,agosto,2008,onychiuridae,"89,056,578","2,448,891","644,235",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
126,N,triangulo,este,agosto,2008,onychiuridae,"89,551,985","2,453,836","576,222",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
127,N,triangulo,este,agosto,2008,onychiuridae,"145,607,258","2,928,276","53,125",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
128,N,triangulo,este,agosto,2008,onychiuridae,"160,312,283","3,032,537","656,994",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
129,N,triangulo,este,agosto,2008,onychiuridae,"162,330,722","3,046,366","662,176",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
130,N,triangulo,este,agosto,2008,onychiuridae,"10,862,676","2,632,332","656,994",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
131,N,triangulo,este,agosto,2008,onychiuridae,"162,330,722","3,046,366","662,176",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
132,N,triangulo,este,agosto,2008,onychiuridae,"10,862,676","2,632,332","656,994",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
133,N,triangulo,este,agosto,2008,onychiuridae,"210,566,528","3,348,643","958,616",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
134,N,triangulo,este,agosto,2008,onychiuridae,"95,516,466","2,512,051","40,745",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
135,N,triangulo,este,agosto,2008,onychiuridae,"148,518,781","2,949,434","46,875",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
136,N,triangulo,este,agosto,2008,onychiuridae,"1,021,892","2,574,499","573,674",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
137,N,triangulo,este,agosto,2008,onychiuridae,"190,431,368","3,228,463","737,526",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
138,N,triangulo,este,agosto,2008,onychiuridae,"112,088,318","2,662,531","450,694",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
139,N,triangulo,este,agosto,2008,onychiuridae,"73,580,988","2,284,672","693,863",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
140,N,triangulo,este,agosto,2008,onychiuridae,"156,188,752","3,003,937","704,268",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
141,N,triangulo,este,agosto,2008,onychiuridae,"118,699,337","2,718,597","656,252",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
142,N,triangulo,este,agosto,2008,onychiuridae,"113,247,035","2,672,507","837,644",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
143,N,triangulo,este,agosto,2008,onychiuridae,"163,111,203","3,051,684","629,916",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
144,N,triangulo,este,agosto,2008,onychiuridae,"273,070,375","3,680,595","634,699",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
145,N,triangulo,este,agosto,2008,onychiuridae,"188,749,144","3,218,063","836,199",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
146,N,triangulo,este,agosto,2008,onychiuridae,"18,670,439","3,205,342","690,389",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
147,N,triangulo,este,agosto,2008,onychiuridae,"290,880,303","3,766,137","918,911",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
148,N,triangulo,este,agosto,2008,onychiuridae,"33,555,276","3,966,966","934,575",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
149,N,triangulo,este,agosto,2008,onychiuridae,"277,388,125","3,701,652","836,199",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
150,N,triangulo,este,agosto,2008,onychiuridae,"356,555,485","4,055,517","1,324,432",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
151,N,triangulo,este,agosto,2008,onychiuridae,"118,395,086","2,716,061","660,845",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
152,N,triangulo,este,agosto,2008,onychiuridae,"202,335,049","3,300,436","717,035",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
153,N,triangulo,este,agosto,2008,onychiuridae,"300,509,825","3,811,005","837,644",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
154,N,triangulo,este,agosto,2008,onychiuridae,"241,226,809","351,833","646,969",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
155,N,triangulo,este,agosto,2008,onychiuridae,"296,774,991","3,793,713","1,056,115",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
156,N,triangulo,este,agosto,2008,onychiuridae,"230,974,306","3,463,201","683,344",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
157,N,triangulo,este,agosto,2008,onychiuridae,"220,794,175","3,406,898","910,314",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
158,N,triangulo,este,agosto,2008,onychiuridae,"210,346,125","3,347,368","925,836",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
159,N,triangulo,este,agosto,2008,onychiuridae,"41,223,991","4,275,271","1,091,108",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
160,N,triangulo,este,agosto,2008,onychiuridae,"530,344,342","4,685,418","924,322",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
161,N,triangulo,este,agosto,2008,onychiuridae,"297,024,605","3,794,873","79,566",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
162,N,triangulo,este,agosto,2008,onychiuridae,"430,992,758","4,344,993","899,751",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
163,N,triangulo,este,agosto,2008,onychiuridae,"315,679,893","3,879,869","823,344",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
164,N,triangulo,este,agosto,2008,onychiuridae,"1,107,953,355","6,124,896","1,221,604",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
165,N,triangulo,este,agosto,2008,onychiuridae,"1,523,348,902","6,876,724","973,042",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
166,N,triangulo,este,agosto,2008,onychiuridae,"548,375,894","4,742,731","1,085,962",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
167,N,triangulo,este,agosto,2008,onychiuridae,"395,397,988","4,210,912","973,042",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
168,N,triangulo,este,agosto,2008,onychiuridae,"353,802,162","4,044,101","1,122,741",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
169,N,triangulo,este,agosto,2008,onychiuridae,"715,828,281","5,225,313","121,846",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
170,N,triangulo,este,agosto,2008,onychiuridae,"412,764,357","4,277,248","1,199,927",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
171,N,triangulo,este,agosto,2008,onychiuridae,"179,823,796","3,161,873","693,879",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
172,N,triangulo,este,agosto,2008,onychiuridae,"193,535,955","3,247,504","761,618",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
173,N,triangulo,este,agosto,2008,onychiuridae,"175,615,084","313,476","852,238",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
174,N,triangulo,este,agosto,2008,onychiuridae,"213,219,356","3,363,923","796,423",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
175,N,triangulo,este,agosto,2008,onychiuridae,"219,796,678","3,401,293","796,423",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
176,N,triangulo,este,agosto,2008,onychiuridae,"73,211,103","2,280,489","653,637",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
177,N,triangulo,este,agosto,2008,onychiuridae,"136,589,536","2,860,984","640,944",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
178,N,triangulo,este,agosto,2008,onychiuridae,"221,554,588","341,116","690,318",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
179,N,triangulo,este,agosto,2008,onychiuridae,"104,932,557","259,942","609,402",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
180,N,triangulo,este,agosto,2008,onychiuridae,"279,518,353","3,711,964","730,788",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
181,N,triangulo,este,agosto,2008,onychiuridae,"333,935,094","3,960,001","85,896",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
182,N,triangulo,este,agosto,2008,onychiuridae,"234,470,812","3,482,174","771,266",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
183,N,triangulo,este,agosto,2008,onychiuridae,"17,182,398","3,109,981","897,321",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
184,N,triangulo,este,agosto,2008,onychiuridae,"211,076,525","335,159","949,809",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
185,N,triangulo,este,agosto,2008,onychiuridae,"121,946,271","2,745,407","835,688",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
186,N,triangulo,este,agosto,2008,onychiuridae,"287,812,793","3,751,646","948,943",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
187,N,triangulo,este,agosto,2008,onychiuridae,"205,767,869","3,320,689","954,124",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
188,N,triangulo,este,agosto,2008,onychiuridae,"114,198,126","2,680,647","787,083",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
189,N,triangulo,este,agosto,2008,onychiuridae,"168,419,386","308,743","765,857",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
190,N,triangulo,este,agosto,2008,onychiuridae,"520,231,434","465,273","770,081",I,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,75","2,25","7,3","1,14","0,16","5,89","1,63","0,99","1,21","0,35","11,428","177,723,378","14,2","17,5"
